No,Ligand Name,Canonical SMILES,InChIKey,DOI or link to data source,Albumin source organism,"Albumin concentration, μM",Albumin modifications,"Ligand concentration, μM",pH,Buffer,"Buffer concentration, M","Temperature, K",Method,Method details,Model,Ka in M scale,Kd in M scale,n,"ΔH, kJ/mol",Ka2,Kd2,n2,ΔH2,Tag,Ligand ChEMBL ID,Assay ChEMBL ID or BindingDB Ref
52,"(3R,4S,5R)-2-[6-(Heptan-4-Ylamino)Purin-9-Yl]-5-(Hydroxymethyl)Oxolane-3,4-Diol",CCCC(Nc1ncnc2c1ncn2C1O[C@@H]([C@H]([C@H]1O)O)CO)CCC,LWXHQIDTUVWZQE-IKYDMHQPSA-N,10.1021/jm00149a016,Bos taurus,37.5-300,,25,7.4,Phosphate,0.1,,Gel-filtration chromatography,,Method of Hummel and Dryer,19300,,,,,,,,CHEMBL,CHEMBL604609,CHEMBL810805
53,"(3R,4S,5R)-2-{6-[(1-Cyclohexylpropan-2-Yl)Amino]Purin-9-Yl}-5-(Hydroxymethyl)Oxolane-3,4-Diol",OC[C@H]1OC([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2NC(CC1CCCCC1)C,BXQFUOCCCFVUAR-DCEJHKJWSA-N,10.1021/jm00149a016,Bos taurus,37.5-300,,25,7.4,Phosphate,0.1,,Gel-filtration chromatography,,Method of Hummel and Dryer,52500,,,,,,,,CHEMBL,CHEMBL605275,CHEMBL810805
54,"(3R,4S,5R)-2-{6-[(2,4-Dimethylpentan-3-Yl)Amino]Purin-9-Yl}-5-(Hydroxymethyl)Oxolane-3,4-Diol",OC[C@H]1OC([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2NC(C(C)C)C(C)C,OQSBAHSTKWJVRR-NVONZOAYSA-N,10.1021/jm00149a016,Bos taurus,37.5-300,,25,7.4,Phosphate,0.1,,Gel-filtration chromatography,,Method of Hummel and Dryer,7080,,,,,,,,CHEMBL,CHEMBL605438,CHEMBL810805
55,"(3R,4S,5R)-2-{6-[(2-Hydroxyethyl)Amino]Purin-9-Yl}-5-(Hydroxymethyl)Oxolane-3,4-Diol",OCCNc1ncnc2c1ncn2C1O[C@@H]([C@H]([C@H]1O)O)CO,BBOCDRLDMQHWJP-PUXKXDTASA-N,10.1021/jm00149a016,Bos taurus,37.5-300,,25,7.4,Phosphate,0.1,,Gel-filtration chromatography,,Method of Hummel and Dryer,1440,,,,,,,,CHEMBL,CHEMBL604656,CHEMBL810805
56,"(3R,4S,5R)-2-{6-[(Cyclohexylmethyl)Amino]Purin-9-Yl}-5-(Hydroxymethyl)Oxolane-3,4-Diol",OC[C@H]1OC([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2NCC1CCCCC1,SYMPTMIUDBRBAX-IKYDMHQPSA-N,10.1021/jm00149a016,Bos taurus,37.5-300,,25,7.4,Phosphate,0.1,,Gel-filtration chromatography,,Method of Hummel and Dryer,19300,,,,,,,,CHEMBL,CHEMBL604407,CHEMBL810805
57,(3Z)-3-(2-Methyl-4-Nitroimidazol-1-Yl)-4-{1-[2-Oxo-2-(Piperidin-1-Yl)Ethyl]Indol-3-Yl}But-3-En-2-One,O=C(N1CCCCC1)Cn1cc(c2c1cccc2)/C=C(\n1cc(nc1C)[N+](=O)[O-])/C(=O)C,NHEGDHFXEOOICI-MTJSOVHGSA-N,10.1016/j.ejmech.2019.06.093,Homo sapiens,,,,7.4,,,290,Fluorescence spectroscopy,,Double logarithmic plot,58800,,1.007,,,,,,CHEMBL,CHEMBL4465526,CHEMBL4354645
58,(3Z)-3-(2-Methyl-4-Nitroimidazol-1-Yl)-4-{1-[2-Oxo-2-(Piperidin-1-Yl)Ethyl]Indol-3-Yl}But-3-En-2-One,O=C(N1CCCCC1)Cn1cc(c2c1cccc2)/C=C(\n1cc(nc1C)[N+](=O)[O-])/C(=O)C,NHEGDHFXEOOICI-MTJSOVHGSA-N,10.1016/j.ejmech.2019.06.093,Homo sapiens,,,,7.4,,,298,Fluorescence spectroscopy,,Double logarithmic plot,46240,,1.013,,,,,,CHEMBL,CHEMBL4465526,CHEMBL4354648
59,(3Z)-3-(2-Methyl-4-Nitroimidazol-1-Yl)-4-{1-[2-Oxo-2-(Piperidin-1-Yl)Ethyl]Indol-3-Yl}But-3-En-2-One,O=C(N1CCCCC1)Cn1cc(c2c1cccc2)/C=C(\n1cc(nc1C)[N+](=O)[O-])/C(=O)C,NHEGDHFXEOOICI-MTJSOVHGSA-N,10.1016/j.ejmech.2019.06.093,Homo sapiens,,,,7.4,,,300,Fluorescence spectroscopy,,Double logarithmic plot,57300,,1.174,,,,,,CHEMBL,CHEMBL4465526,CHEMBL4354646
60,(3Z)-3-(2-Methyl-4-Nitroimidazol-1-Yl)-4-{1-[2-Oxo-2-(Piperidin-1-Yl)Ethyl]Indol-3-Yl}But-3-En-2-One,O=C(N1CCCCC1)Cn1cc(c2c1cccc2)/C=C(\n1cc(nc1C)[N+](=O)[O-])/C(=O)C,NHEGDHFXEOOICI-MTJSOVHGSA-N,10.1016/j.ejmech.2019.06.093,Homo sapiens,,,,7.4,,,313,Fluorescence spectroscopy,,Double logarithmic plot,49500,,1.221,,,,,,CHEMBL,CHEMBL4465526,CHEMBL4354647
61,(3Z)-3-(2-Methyl-4-Nitroimidazol-1-Yl)-4-{1-[2-Oxo-2-(Piperidin-1-Yl)Ethyl]Indol-3-Yl}But-3-En-2-One,O=C(N1CCCCC1)Cn1cc(c2c1cccc2)/C=C(\n1cc(nc1C)[N+](=O)[O-])/C(=O)C,NHEGDHFXEOOICI-MTJSOVHGSA-N,10.1016/j.ejmech.2019.06.093,Homo sapiens,,,,7.4,,,290,Fluorescence spectroscopy,,Modified Stern-Volmer,131500,,,,,,,,CHEMBL,CHEMBL4465526,CHEMBL4354642
62,(3Z)-3-(2-Methyl-4-Nitroimidazol-1-Yl)-4-{1-[2-Oxo-2-(Piperidin-1-Yl)Ethyl]Indol-3-Yl}But-3-En-2-One,O=C(N1CCCCC1)Cn1cc(c2c1cccc2)/C=C(\n1cc(nc1C)[N+](=O)[O-])/C(=O)C,NHEGDHFXEOOICI-MTJSOVHGSA-N,10.1016/j.ejmech.2019.06.093,Homo sapiens,,,,7.4,,,300,Fluorescence spectroscopy,,Modified Stern-Volmer,79800,,,,,,,,CHEMBL,CHEMBL4465526,CHEMBL4354643
63,(3Z)-3-(2-Methyl-4-Nitroimidazol-1-Yl)-4-{1-[2-Oxo-2-(Piperidin-1-Yl)Ethyl]Indol-3-Yl}But-3-En-2-One,O=C(N1CCCCC1)Cn1cc(c2c1cccc2)/C=C(\n1cc(nc1C)[N+](=O)[O-])/C(=O)C,NHEGDHFXEOOICI-MTJSOVHGSA-N,10.1016/j.ejmech.2019.06.093,Homo sapiens,,,,7.4,,,313,Fluorescence spectroscopy,,Modified Stern-Volmer,56900,,,,,,,,CHEMBL,CHEMBL4465526,CHEMBL4354644
64,(3Z)-3-(2-Methyl-4-Nitroimidazol-1-Yl)-4-{1-[2-Oxo-2-(Piperidin-1-Yl)Ethyl]Indol-3-Yl}But-3-En-2-One,O=C(N1CCCCC1)Cn1cc(c2c1cccc2)/C=C(\n1cc(nc1C)[N+](=O)[O-])/C(=O)C,NHEGDHFXEOOICI-MTJSOVHGSA-N,10.1016/j.ejmech.2019.06.093,Homo sapiens,,,,7.4,,,290,Fluorescence spectroscopy,,Stern-Volmer,81400,,,,,,,,CHEMBL,CHEMBL4465526,CHEMBL4354638
65,(3Z)-3-(2-Methyl-4-Nitroimidazol-1-Yl)-4-{1-[2-Oxo-2-(Piperidin-1-Yl)Ethyl]Indol-3-Yl}But-3-En-2-One,O=C(N1CCCCC1)Cn1cc(c2c1cccc2)/C=C(\n1cc(nc1C)[N+](=O)[O-])/C(=O)C,NHEGDHFXEOOICI-MTJSOVHGSA-N,10.1016/j.ejmech.2019.06.093,Homo sapiens,,,,7.4,,,300,Fluorescence spectroscopy,,Stern-Volmer,76300,,,,,,,,CHEMBL,CHEMBL4465526,CHEMBL4354639
66,(3Z)-3-(2-Methyl-4-Nitroimidazol-1-Yl)-4-{1-[2-Oxo-2-(Piperidin-1-Yl)Ethyl]Indol-3-Yl}But-3-En-2-One,O=C(N1CCCCC1)Cn1cc(c2c1cccc2)/C=C(\n1cc(nc1C)[N+](=O)[O-])/C(=O)C,NHEGDHFXEOOICI-MTJSOVHGSA-N,10.1016/j.ejmech.2019.06.093,Homo sapiens,,,,7.4,,,313,Fluorescence spectroscopy,,Stern-Volmer,63500,,,,,,,,CHEMBL,CHEMBL4465526,CHEMBL4354640
67,(R)-Duloxetine Hydrochloride,CNCC[C@H](c1cccs1)Oc1cccc2c1cccc2.Cl,BFFSMCNJSOPUAY-UNTBIKODSA-N,10.1016/j.ejmech.2010.05.063,Homo sapiens,10,,,7.4,"Tris-HCl, 0.1 M NaCl",0.05,298,Mobility shift-affinity capillary electrophoresis,,,1850,,,,,,,,CHEMBL,CHEMBL1243041,CHEMBL1246679
68,(R)-Duloxetine Hydrochloride,CNCC[C@H](c1cccs1)Oc1cccc2c1cccc2.Cl,BFFSMCNJSOPUAY-UNTBIKODSA-N,10.1016/j.ejmech.2010.05.063,Homo sapiens,10,,,8.5,"Tris-HCl, 0.1 M NaCl",0.05,298,Mobility shift-affinity capillary electrophoresis,,,2680,,,,,,,,CHEMBL,CHEMBL1243041,CHEMBL1246680
69,(R)-Flurbiprofen,OC(=O)[C@@H](c1ccc(c(c1)F)c1ccccc1)C,SYTBZMRGLBWNTM-SNVBAGLBSA-N,10.1016/j.jpha.2011.06.005,Homo sapiens,150,,4.094-204.696,,Phosphate (Sorensen),,310,Ultrafiltration,,Scatchard,116700,,0.862,,1.09E+04,,3.051,,,,
70,(R)-Ibuprofen,CC(Cc1ccc(cc1)[C@H](C(=O)O)C)C,HEFNNWSXXWATRW-SNVBAGLBSA-N,10.1002/(SICI)1520-636X(1997)9:7<643::AID-CHIR1>3.0.CO;2-8,Homo sapiens,60,,0-484.766,7.4,Phosphate (isotonic),0.067,310,Ultrafiltration,,Scatchard,420000,,0.95,,1.20E+04,,1.8,,,,
71,(R)-Ibuprofen,CC(Cc1ccc(cc1)[C@H](C(=O)O)C)C,HEFNNWSXXWATRW-SNVBAGLBSA-N,10.1016/s0731-7085(96)01956-5 ,Homo sapiens,15,,0-28,7.4,Phosphate,0.1,298,Circular dichroism,,,4.80E+05,,,,,,,,,,
72,(R)-Ketoprofen,OC(=O)[C@@H](c1cccc(c1)C(=O)c1ccccc1)C,DKYWVDODHFEZIM-LLVKDONJSA-N,10.1002/chir.530050305,Homo sapiens,15,,0-2359.557,7.4,Phosphate (Sorensen),0.067,310,Equilibrium dialysis,,Scatchard,2000000,,0.3,,6.90E+03,,9.98,,,,
73,(R)-Ketoprofen,OC(=O)[C@@H](c1cccc(c1)C(=O)c1ccccc1)C,DKYWVDODHFEZIM-LLVKDONJSA-N,10.1002/chir.530050305,Homo sapiens,301,,0-2359.557,7.4,Phosphate (Sorensen),0.067,310,Equilibrium dialysis,,Scatchard,337000,,2.74,,,,,,,,
74,(R)-Ketoprofen,OC(=O)[C@@H](c1cccc(c1)C(=O)c1ccccc1)C,DKYWVDODHFEZIM-LLVKDONJSA-N,10.1002/chir.530050305,Homo sapiens,602,,0-2359.557,7.4,Phosphate (Sorensen),0.067,310,Equilibrium dialysis,,Scatchard,2870000,,0.92,,2.46E+04,,3.58,,,,
75,(R)-Ketoprofen,OC(=O)[C@@H](c1cccc(c1)C(=O)c1ccccc1)C,DKYWVDODHFEZIM-LLVKDONJSA-N,10.1016/j.jpha.2011.06.005,Homo sapiens,150,,3.933-196.63,,Phosphate (Sorensen),,310,Ultrafiltration,,Scatchard,93500,,1.021,,8.84E+03,,2.767,,,,
76,(R)-Ketoprofen,OC(=O)[C@@H](c1cccc(c1)C(=O)c1ccccc1)C,DKYWVDODHFEZIM-LLVKDONJSA-N,10.1039/B614163C,Homo sapiens,15,,0-33,7.4,Phosphate,0.01,298,Circular dichroism,,Sequential (not imdependent!) binding constants,501187.233627273,,1,,199526.231496887,,1,,,,
77,(R)-Ketoprofen,OC(=O)[C@@H](c1cccc(c1)C(=O)c1ccccc1)C,DKYWVDODHFEZIM-LLVKDONJSA-N,10.1039/B614163C,Homo sapiens,45,,0-110,7.4,Phosphate,0.01,298,Circular dichroism,,Sequential (not imdependent!) binding constants,100000,,1,,39810.7170553497,,1,,,,
78,(R)-Ketoprofen,OC(=O)[C@@H](c1cccc(c1)C(=O)c1ccccc1)C,DKYWVDODHFEZIM-LLVKDONJSA-N,10.1039/B614163C,Homo sapiens,240,,0-528,7.4,Phosphate,0.01,298,Circular dichroism,,Sequential (not imdependent!) binding constants,15848.9319246111,,1,,9999.99999999999,,1,,,,
79,(R)-Naproxen,COc1ccc2c(c1)ccc(c2)[C@H](C(=O)O)C,CMWTZPSULFXXJA-SECBINFHSA-N,10.1016/j.saa.2012.12.007,Homo sapiens,10,,0-50,7.4,"Phosphate, 0.2 M KI, 2 mM Na2SO3",0.01,293,Fluorescence spectroscopy,,,3.90E+05,,,,,,,,,,
80,(R)-Naproxen,COc1ccc2c(c1)ccc(c2)[C@H](C(=O)O)C,CMWTZPSULFXXJA-SECBINFHSA-N,10.1016/j.saa.2012.12.007,Homo sapiens,10,,0-50,7.4,"Phosphate, 0.2 M KI",0.01,293,Fluorescence spectroscopy,λex 290 nm,Stern-Volmer,3.90E+05,,,,,,,,,,
81,(R)-Naproxen,COc1ccc2c(c1)ccc(c2)[C@H](C(=O)O)C,CMWTZPSULFXXJA-SECBINFHSA-N,10.1016/s0731-7085(96)01956-5 ,Homo sapiens,15,,0-28,7.4,Phosphate,0.1,298,Circular dichroism,,,1.60E+06,,,,,,,,,,
82,(R)-Warfarin,CC(=O)C[C@@H](c1c(=O)oc2c(c1O)cccc2)c1ccccc1,PJVWKTKQMONHTI-OAHLLOKOSA-N,10.1002/jps.2600681213,Homo sapiens,60,,0-100,7.4,Phosphate,0.067,277,Equilibrium dialysis,,Scatchard,1400000,,1,,2.50E+04,,2,,,,
83,(S)-Flurbiprofen,OC(=O)[C@H](c1ccc(c(c1)F)c1ccccc1)C,SYTBZMRGLBWNTM-JTQLQIEISA-N,10.1016/j.jpha.2011.06.005,Homo sapiens,150,,4.094-204.696,,Phosphate (Sorensen),,310,Ultrafiltration,,Scatchard,104000,,0.955,,1.15E+04,,2.698,,,,
84,(S)-Ibuprofen,CC(Cc1ccc(cc1)[C@@H](C(=O)O)C)C,HEFNNWSXXWATRW-JTQLQIEISA-N,10.1002/(SICI)1520-636X(1997)9:7<643::AID-CHIR1>3.0.CO;2-8,Homo sapiens,60,,0-484.766,7.4,Phosphate (isotonic),0.067,310,Ultrafiltration,,Scatchard,180000,,1,,6.50E+03,,1.2,,,,
85,(S)-Ibuprofen,CC(Cc1ccc(cc1)[C@@H](C(=O)O)C)C,HEFNNWSXXWATRW-JTQLQIEISA-N,10.1016/s0731-7085(96)01956-5 ,Homo sapiens,15,,0-28,7.4,Phosphate,0.1,298,Circular dichroism,,,8.00E+05,,,,,,,,,,
86,(S)-Ketoprofen,OC(=O)[C@H](c1cccc(c1)C(=O)c1ccccc1)C,DKYWVDODHFEZIM-NSHDSACASA-N,10.1002/chir.530050305,Homo sapiens,15,,0-2359.557,7.4,Phosphate (Sorensen),0.067,310,Equilibrium dialysis,,Scatchard,641000,,0.43,,1.20E+03,,53.39,,,,
87,(S)-Ketoprofen,OC(=O)[C@H](c1cccc(c1)C(=O)c1ccccc1)C,DKYWVDODHFEZIM-NSHDSACASA-N,10.1002/chir.530050305,Homo sapiens,301,,0-2359.557,7.4,Phosphate (Sorensen),0.067,310,Equilibrium dialysis,,Scatchard,198000,,2.62,,,,,,,,
88,(S)-Ketoprofen,OC(=O)[C@H](c1cccc(c1)C(=O)c1ccccc1)C,DKYWVDODHFEZIM-NSHDSACASA-N,10.1002/chir.530050305,Homo sapiens,602,,0-2359.557,7.4,Phosphate (Sorensen),0.067,310,Equilibrium dialysis,,Scatchard,1290000,,1.07,,1.14E+04,,3.74,,,,
89,(S)-Ketoprofen,OC(=O)[C@H](c1cccc(c1)C(=O)c1ccccc1)C,DKYWVDODHFEZIM-NSHDSACASA-N,10.1016/j.jpha.2011.06.005,Homo sapiens,150,,3.933-196.63,,Phosphate (Sorensen),,310,Ultrafiltration,,Scatchard,93300,,1.003,,8.11E+03,,2.861,,,,
90,(S)-Ketoprofen,OC(=O)[C@H](c1cccc(c1)C(=O)c1ccccc1)C,DKYWVDODHFEZIM-NSHDSACASA-N,10.1039/B614163C,Homo sapiens,15,,0-33,7.4,Phosphate,0.01,298,Circular dichroism,,Sequential (not imdependent!) binding constants,316227.766016838,,1,,100000,,1,,,,
91,(S)-Ketoprofen,OC(=O)[C@H](c1cccc(c1)C(=O)c1ccccc1)C,DKYWVDODHFEZIM-NSHDSACASA-N,10.1039/B614163C,Homo sapiens,45,,0-99,7.4,Phosphate,0.01,298,Circular dichroism,,Sequential (not imdependent!) binding constants,63095.7344480193,,1,,15848.9319246111,,1,,,,
92,(S)-Ketoprofen,OC(=O)[C@H](c1cccc(c1)C(=O)c1ccccc1)C,DKYWVDODHFEZIM-NSHDSACASA-N,10.1039/B614163C,Homo sapiens,240,,0-528,7.4,Phosphate,0.01,298,Circular dichroism,,Sequential (not imdependent!) binding constants,19952.6231496888,,1,,2511.88643150958,,1,,,,
93,(S)-Naproxen,COc1ccc2c(c1)ccc(c2)[C@@H](C(=O)O)C,CMWTZPSULFXXJA-VIFPVBQESA-N,10.1016/j.jct.2016.08.020,Bos taurus,30,,0-60,7.4,"Phosphate, 50 mM NaCl",0.05,293,Isothermal titration calorimetry,,,2.00E+06,4.98E-07,0.69,-46.41,,,,,,,
94,(S)-Naproxen,COc1ccc2c(c1)ccc(c2)[C@@H](C(=O)O)C,CMWTZPSULFXXJA-VIFPVBQESA-N,10.1016/j.jct.2016.08.020,Bos taurus,30,,0-60,7.4,"Phosphate, 50 mM NaCl",0.05,298,Isothermal titration calorimetry,,,1.72E+06,5.81E-07,0.811,-53.69,,,,,,,
95,(S)-Naproxen,COc1ccc2c(c1)ccc(c2)[C@@H](C(=O)O)C,CMWTZPSULFXXJA-VIFPVBQESA-N,10.1016/j.jct.2016.08.020,Bos taurus,30,,0-60,7.4,"Phosphate, 50 mM NaCl",0.05,303,Isothermal titration calorimetry,,,2.02E+06,4.94E-07,0.67,-61.12,,,,,,,
96,(S)-Naproxen,COc1ccc2c(c1)ccc(c2)[C@@H](C(=O)O)C,CMWTZPSULFXXJA-VIFPVBQESA-N,10.1016/j.jct.2016.08.020,Bos taurus,30,,0-60,7.4,"Phosphate, 50 mM NaCl",0.05,308,Isothermal titration calorimetry,,,1.78E+06,5.59E-07,0.74,-63.86,,,,,,,
97,(S)-Naproxen,COc1ccc2c(c1)ccc(c2)[C@@H](C(=O)O)C,CMWTZPSULFXXJA-VIFPVBQESA-N,10.1016/j.jct.2016.08.020,Bos taurus,30,,0-60,7.4,"Phosphate, 50 mM NaCl",0.05,313,Isothermal titration calorimetry,,,1.64E+06,6.08E-07,0.82,-68.32,,,,,,,
98,(S)-Naproxen,COc1ccc2c(c1)ccc(c2)[C@@H](C(=O)O)C,CMWTZPSULFXXJA-VIFPVBQESA-N,10.1002/jps.10293,Homo sapiens,0.752,,0.1-1000,7.4,"Phosphate, 150 mM NaCl",0.01,298,Surface plasmon resonance,,,,1.5E-06,,,,,,,,,
99,(S)-Naproxen,COc1ccc2c(c1)ccc(c2)[C@@H](C(=O)O)C,CMWTZPSULFXXJA-VIFPVBQESA-N,10.1016/j.jct.2016.08.020,Homo sapiens,30,,0-195,7.4,"Phosphate, 50 mM NaCl",0.05,293,Isothermal titration calorimetry,,,1.16E+05,8.63E-06,2.82,-10.6,,,,,,,
100,(S)-Naproxen,COc1ccc2c(c1)ccc(c2)[C@@H](C(=O)O)C,CMWTZPSULFXXJA-VIFPVBQESA-N,10.1016/j.jct.2016.08.020,Homo sapiens,30,,0-195,7.4,"Phosphate, 50 mM NaCl",0.05,298,Isothermal titration calorimetry,,,1.52E+05,6.58E-06,3.17,-14.67,,,,,,,
101,(S)-Naproxen,COc1ccc2c(c1)ccc(c2)[C@@H](C(=O)O)C,CMWTZPSULFXXJA-VIFPVBQESA-N,10.1016/j.jct.2016.08.020,Homo sapiens,30,,0-195,7.4,"Phosphate, 50 mM NaCl",0.05,303,Isothermal titration calorimetry,,,1.04E+05,9.58E-06,3.11,-14.3,,,,,,,
102,(S)-Naproxen,COc1ccc2c(c1)ccc(c2)[C@@H](C(=O)O)C,CMWTZPSULFXXJA-VIFPVBQESA-N,10.1016/j.jct.2016.08.020,Homo sapiens,30,,0-195,7.4,"Phosphate, 50 mM NaCl",0.05,308,Isothermal titration calorimetry,,,1.15E+05,8.66E-06,2.86,-12.25,,,,,,,
103,(S)-Naproxen,COc1ccc2c(c1)ccc(c2)[C@@H](C(=O)O)C,CMWTZPSULFXXJA-VIFPVBQESA-N,10.1016/j.jct.2016.08.020,Homo sapiens,30,,0-195,7.4,"Phosphate, 50 mM NaCl",0.05,313,Isothermal titration calorimetry,,,1.36E+05,7.34E-06,3.31,-12.64,,,,,,,
104,(S)-Naproxen,COc1ccc2c(c1)ccc(c2)[C@@H](C(=O)O)C,CMWTZPSULFXXJA-VIFPVBQESA-N,10.1016/j.saa.2012.12.007,Homo sapiens,10,,0-50,7.4,"Phosphate, 0.2 M KI, 2 mM Na2SO3",0.01,293,Fluorescence spectroscopy,,,3.80E+05,,,,,,,,,,
105,(S)-Naproxen,COc1ccc2c(c1)ccc(c2)[C@@H](C(=O)O)C,CMWTZPSULFXXJA-VIFPVBQESA-N,10.1016/j.saa.2012.12.007,Homo sapiens,10,,0-50,7.4,"Phosphate, 0.2 M KI",0.01,293,Fluorescence spectroscopy,λex 290 nm,Stern-Volmer,3.80E+05,,,,,,,,,,
106,(S)-Naproxen,COc1ccc2c(c1)ccc(c2)[C@@H](C(=O)O)C,CMWTZPSULFXXJA-VIFPVBQESA-N,10.1016/s0731-7085(96)01956-5 ,Homo sapiens,15,,0-28,7.4,Phosphate,0.1,298,Circular dichroism,,,3.10E+06,,,,,,,,,,
107,(S)-Naproxen,COc1ccc2c(c1)ccc(c2)[C@@H](C(=O)O)C,CMWTZPSULFXXJA-VIFPVBQESA-N,10.3390/ph14030214,Homo sapiens,4.5,,1.8-63,7.4,"Phosphate, 140 mM of chloride",0.01,293,Fluorescence spectroscopy,+ synchronous fluorescence,STAR program,7.59E+04,,1,,,,,,,,
108,(S)-Naproxen,COc1ccc2c(c1)ccc(c2)[C@@H](C(=O)O)C,CMWTZPSULFXXJA-VIFPVBQESA-N,10.3390/ph14030214,Homo sapiens,4.5,,1.8-63,7.4,"Phosphate, 140 mM of chloride",0.01,298,Fluorescence spectroscopy,+ synchronous fluorescence,STAR program,6.31E+04,,1,,,,,,,,
109,(S)-Naproxen,COc1ccc2c(c1)ccc(c2)[C@@H](C(=O)O)C,CMWTZPSULFXXJA-VIFPVBQESA-N,10.3390/ph14030214,Homo sapiens,4.5,,1.8-63,7.4,"Phosphate, 140 mM of chloride",0.01,310,Fluorescence spectroscopy,+ synchronous fluorescence,STAR program,4.57E+04,,1,,,,,,,,
110,(S)-Naproxen,COc1ccc2c(c1)ccc(c2)[C@@H](C(=O)O)C,CMWTZPSULFXXJA-VIFPVBQESA-N,10.3390/ph14030214,Homo sapiens,4.5,,1.8-63,7.4,"Phosphate, 140 mM of chloride",0.01,298,Fluorescence spectroscopy,λex 285 nm,Double logarithmic plot,1.58E+04,,0.94,,,,,,,,
111,(S)-Warfarin,CC(=O)C[C@H](c1c(=O)oc2c(c1O)cccc2)c1ccccc1,PJVWKTKQMONHTI-HNNXBMFYSA-N,10.1002/jps.2600681213,Homo sapiens,60,,0-100,7.4,Phosphate,0.067,277,Equilibrium dialysis,,Scatchard,1400000,,1,,1.00E+04,,2,,,,
112,"[(1R,2R)-2-(5-Fluoro-1H-Indole-2-Amido)-2,3-Dihydro-1H-Inden-1-Yl]Acetic Acid",OC(=O)C[C@H]1[C@H](NC(=O)c2cc3c([nH]2)ccc(c3)F)Cc2c1cccc2,MUKIEMZDXOXEOK-NVXWUHKLSA-N,10.1016/j.bmc.2010.08.052,Homo sapiens,,,,7.4,Phosphate,,310,Equilibrium dialysis,,,933254.300796992,,,,,,,,CHEMBL,CHEMBL1083943,CHEMBL1805613
113,"[(2S,3S,5R)-3-Azido-5-[(5-Methyl-2,4-Dioxo-3H-Pyrimidin-1-Yl)Methyl]Oxolan-2-Yl]Methyl Hydrogen Oxalate",[N-]=[N+]=N[C@H]1C[C@@H](O[C@@H]1COC(=O)C(=O)O)Cn1cc(C)c(=O)[nH]c1=O,YDIAFUZPSWPEBQ-HRDYMLBCSA-N,10.1016/j.bmc.2008.01.007,Homo sapiens,,,,7.4,Phosphate,0.05,,Ultrafiltration,,,6201.3,,,,,,,,CHEMBL,CHEMBL260711,CHEMBL922850
114,"[(2S,3S,5R)-3-Azido-5-[(5-Methyl-2,4-Dioxo-3H-Pyrimidin-1-Yl)Methyl]Oxolan-2-Yl]Methyl Pyridine-4-Carboxylate",[N-]=[N+]=N[C@H]1C[C@@H](O[C@@H]1COC(=O)c1ccncc1)Cn1cc(C)c(=O)[nH]c1=O,KFVVYTDKFNSAMT-HZSPNIEDSA-N,10.1016/j.bmc.2008.01.007,Homo sapiens,,,,7.4,Phosphate,0.05,,Ultrafiltration,,,1709.8,,,,,,,,CHEMBL,CHEMBL261329,CHEMBL922850
115,"{2-[4'-(2-Fluoroacetamido)-[1,1'-Biphenyl]-4-Ylsulfonyl]Phenyl}Acetic Acid",FCC(=O)Nc1ccc(cc1)c1ccc(cc1)S(=O)(=O)c1ccccc1CC(=O)O,CREFCFAJHQSGNR-UHFFFAOYSA-N,10.1021/jm4001743,Homo sapiens,0-150,,50,7.4,Phosphate (PBS),,310,19F NMR spectroscopy,,,,1.00E-05,1,,,,,,BindingDB,CHEMBL2326365,51048566
116,"{2-[4'-(2-Fluoroethoxy)-[1,1'-Biphenyl]-4-Ylsulfonyl]Phenyl}Acetic Acid",FCCOc1ccc(cc1)c1ccc(cc1)S(=O)(=O)c1ccccc1CC(=O)O,UIVFNXLDHQCJRY-UHFFFAOYSA-N,10.1021/jm4001743,Homo sapiens,0-150,,50,7.4,Phosphate (PBS),,310,19F NMR spectroscopy,,,,1.40E-04,3,,,,,,BindingDB,CHEMBL2326366,51048567
117,1-(4-Bromophenyl)-3-[(Z)-(Quinolin-4-Ylmethylidene)Amino]Thiourea,S=C(Nc1ccc(cc1)Br)N/N=C\c1ccnc2c1cccc2,MMXBGZHOODQDFX-JAIQZWGSSA-N,10.1016/j.ejmech.2019.111592,Bos taurus,10,,5-40,7.6,Tris-HCl,0.1,298,Fluorescence spectroscopy,,Stern-Volmer,112000,,,,,,,,CHEMBL,CHEMBL4591026,CHEMBL4408416
118,1-(4-Bromophenyl)-3-[(Z)-(Quinolin-4-Ylmethylidene)Amino]Thiourea,S=C(Nc1ccc(cc1)Br)N/N=C\c1ccnc2c1cccc2,MMXBGZHOODQDFX-JAIQZWGSSA-N,10.1016/j.ejmech.2019.111592,Bos taurus,20,,5-40,7.6,Tris-HCl,0.1,298,UV-Vis spectroscopy,,McGhee and von Hippel method,117000,,,,,,,,CHEMBL,CHEMBL4591026,CHEMBL4408414
